idx,phi_re,phi_im,psi_re,psi_im
1015,-0.420024,1.885638,0.976078,0.217421
1016,-0.457480,1.876902,0.971556,0.236809
1017,-0.494754,1.867423,0.966649,0.256104
1018,-0.531833,1.857204,0.961359,0.275297
1019,-0.568700,1.846248,0.955688,0.294381
1020,-0.605342,1.834560,0.949638,0.313348
1021,-0.641744,1.822146,0.943212,0.332191
1022,-0.677892,1.809009,0.936412,0.350903
1023,-0.713771,1.795155,0.929241,0.369475
1024,-0.749368,1.780590,0.921701,0.387901
1025,-0.784667,1.765318,0.913796,0.406173
1026,-0.819655,1.749347,0.905529,0.424285
1027,-0.854318,1.732683,0.896903,0.442228
1028,-0.888643,1.715332,0.887921,0.459995
1029,-0.922615,1.697301,0.878588,0.477581
1030,-0.956222,1.678598,0.868906,0.494977
1031,-0.989450,1.659229,0.858880,0.512177
1032,-1.022285,1.639202,0.848513,0.529174
1033,-1.054716,1.618526,0.837811,0.545961
1034,-1.086728,1.597208,0.826776,0.562532
1035,-1.118310,1.575257,0.815413,0.578880
1036,-1.149448,1.552682,0.803727,0.594998
1037,-1.180131,1.529491,0.791723,0.610881
1038,-1.210346,1.505694,0.779404,0.626521
1039,-1.240081,1.481300,0.766777,0.641913
1040,-1.269325,1.456319,0.753846,0.657051
1041,-1.298065,1.430761,0.740616,0.671928
1042,-1.326291,1.404636,0.727093,0.686539
1043,-1.353992,1.377954,0.713281,0.700878
1044,-1.381156,1.350726,0.699187,0.714939
1045,-1.407772,1.322962,0.684816,0.728716
1046,-1.433830,1.294674,0.670173,0.742205
1047,-1.459320,1.265873,0.655264,0.755400
1048,-1.484232,1.236570,0.640096,0.768295
1049,-1.508555,1.206778,0.624674,0.780886
1050,-1.532281,1.176506,0.609004,0.793167
1051,-1.555399,1.145769,0.593094,0.805134
1052,-1.577900,1.114577,0.576948,0.816781
1053,-1.599776,1.082944,0.560573,0.828105
1054,-1.621018,1.050881,0.543976,0.839101
1055,-1.641618,1.018402,0.527163,0.849764
1056,-1.661567,0.985519,0.510142,0.860090
1057,-1.680857,0.952245,0.492918,0.870076
1058,-1.647204,0.904879,0.481476,0.876459
1059,-1.525385,0.820489,0.473710,0.880681
1060,-1.357892,0.709525,0.463109,0.886301
1061,-1.148088,0.578445,0.449950,0.893054
1062,-0.900632,0.434583,0.434583,0.900632
1063,-0.621593,0.285540,0.417432,0.908708
1064,-0.480041,0.193675,0.374152,0.927367
1065,-0.493093,0.157506,0.304278,0.952583
1066,-0.503425,0.120467,0.232725,0.972543
1067,-0.510979,0.082764,0.159887,0.987135
1068,-0.515713,0.044604,0.086167,0.996281
1069,-0.517601,0.006197,0.011972,0.999928
1070,-0.516633,-0.032243,-0.062289,0.998058
1071,-0.512814,-0.070506,-0.136207,0.990680
1072,-0.506165,-0.108379,-0.209373,0.977836
1073,-0.496723,-0.145655,-0.281383,0.959595
1074,-0.484540,-0.182126,-0.351841,0.936060
1075,-0.469683,-0.217593,-0.420358,0.907358
1076,-0.452235,-0.251859,-0.486554,0.873650
1077,-0.432290,-0.284735,-0.550066,0.835121
1078,-0.409961,-0.316040,-0.610543,0.791983
1079,-0.385369,-0.345601,-0.667650,0.744475
1080,-0.358650,-0.373255,-0.721073,0.692859
1081,-0.329953,-0.398849,-0.770517,0.637420
1082,-0.299434,-0.422242,-0.815709,0.578463
1083,-0.267264,-0.443305,-0.856400,0.516314
1084,-0.233618,-0.461922,-0.892364,0.451315
1085,-0.198683,-0.477990,-0.923405,0.383827
1086,-0.162652,-0.491420,-0.949350,0.314220
1087,-0.125724,-0.502138,-0.970057,0.242879
1088,-0.088101,-0.510086,-0.985410,0.170198
1089,-0.049993,-0.515218,-0.995325,0.096578
1090,-0.011608,-0.517508,-0.999749,0.022425
1091,0.026840,-0.516942,-0.998655,-0.051852
1092,0.065141,-0.513523,-0.992050,-0.125842
1093,0.103082,-0.507270,-0.979971,-0.199139
1094,0.140454,-0.498219,-0.962485,-0.271336
1095,0.177051,-0.486418,-0.939687,-0.342036
1096,0.212671,-0.471932,-0.911703,-0.410849
1097,0.247117,-0.454843,-0.878689,-0.477394
1098,0.280200,-0.435244,-0.840826,-0.541305
1099,0.311737,-0.413242,-0.798323,-0.602229
1100,0.341553,-0.388961,-0.751415,-0.659830
1101,0.369485,-0.362533,-0.700360,-0.713790
1102,0.395378,-0.334104,-0.645440,-0.763811
1103,0.419088,-0.303832,-0.586959,-0.809617
1104,0.440487,-0.271884,-0.525239,-0.850955
1105,0.459454,-0.238434,-0.460620,-0.887597
1106,0.475886,-0.203670,-0.393459,-0.919342
1107,0.489693,-0.167781,-0.324128,-0.946013
1108,0.500796,-0.130966,-0.253007,-0.967464
1109,0.509137,-0.093429,-0.180491,-0.983577
1110,0.514668,-0.055376,-0.106979,-0.994261
1111,0.517358,-0.017018,-0.032876,-0.999459
1112,0.517194,0.021435,0.041409,-0.999142
1113,0.514176,0.059769,0.115464,-0.993312
1114,0.508320,0.097773,0.188883,-0.982000
1115,0.499660,0.135238,0.261259,-0.965269
1116,0.488242,0.171956,0.332194,-0.943211
1117,0.474130,0.207726,0.401295,-0.915949
1118,0.457402,0.242349,0.468182,-0.883632
1119,0.438149,0.275635,0.532485,-0.846439
1120,0.416479,0.307400,0.593851,-0.804575
1121,0.392510,0.337468,0.651939,-0.758272
1122,0.366376,0.365675,0.706429,-0.707784
1123,0.338220,0.391863,0.757021,-0.653390
1124,0.308197,0.415889,0.803436,-0.595391
1125,0.276474,0.437620,0.845417,-0.534106
1126,0.243225,0.456936,0.882733,-0.469874
1127,0.208634,0.473731,0.915178,-0.403049
1128,0.172891,0.487912,0.942573,-0.334000
1129,0.136195,0.499400,0.964766,-0.263108
1130,0.098747,0.508132,0.981636,-0.190764
1131,0.060754,0.514060,0.993089,-0.117367
1132,0.022425,0.517152,0.999061,-0.043323
1133,-0.016026,0.517390,0.999521,0.030961
1134,-0.054390,0.514773,0.994464,0.105073
1135,-0.092453,0.509315,0.983921,0.178606
1136,-0.130007,0.501046,0.967947,0.251153
1137,-0.166842,0.490013,0.946633,0.322315
1138,-0.202757,0.476276,0.920094,0.391697
1139,-0.237554,0.459910,0.888478,0.458919
1140,-0.271039,0.441007,0.851960,0.523607
1141,-0.303029,0.419670,0.810740,0.585407
1142,-0.333346,0.396017,0.765046,0.643976
1143,-0.361824,0.370179,0.715130,0.698991
1144,-0.388306,0.342298,0.661269,0.750149
1145,-0.412644,0.312528,0.603758,0.797168
1146,-0.434706,0.281034,0.542915,0.839787
1147,-0.454369,0.247988,0.479077,0.877773
1148,-0.471524,0.213575,0.412595,0.910915
1149,-0.486078,0.177983,0.343836,0.939030
1150,-0.497949,0.141408,0.273180,0.961963
1151,-0.507072,0.104053,0.201016,0.979588
1152,-0.513397,0.066125,0.127743,0.991807
1153,-0.516889,0.027831,0.053765,0.998554
1154,-0.517529,-0.010617,-0.020510,0.999790
1155,-0.515313,-0.049005,-0.094671,0.995509
1156,-0.510254,-0.087124,-0.168310,0.985734
1157,-0.502378,-0.124761,-0.241020,0.970520
1158,-0.491731,-0.161710,-0.312401,0.949950
1159,-0.478369,-0.197767,-0.382057,0.924139
1160,-0.462369,-0.232733,-0.449605,0.893227
1161,-0.443816,-0.266414,-0.514672,0.857387
1162,-0.422815,-0.298625,-0.576899,0.816816
1163,-0.399480,-0.329188,-0.635942,0.771737
1164,-0.373941,-0.357935,-0.691477,0.722399
1165,-0.346339,-0.384706,-0.743195,0.669075
1166,-0.316825,-0.409355,-0.790812,0.612059
1167,-0.285563,-0.431744,-0.834066,0.551665
1168,-0.252725,-0.451751,-0.872716,0.488227
1169,-0.218493,-0.469266,-0.906551,0.422095
1170,-0.183054,-0.484190,-0.935384,0.353634
1171,-0.146606,-0.496443,-0.959055,0.283221
1172,-0.109349,-0.505957,-0.977433,0.211246
1173,-0.071488,-0.512678,-0.990418,0.138105
1174,-0.033233,-0.516570,-0.997937,0.064201
1175,0.005206,-0.517612,-0.999949,-0.010056
1176,0.043615,-0.515797,-0.996444,-0.084258
1177,0.081785,-0.511136,-0.987440,-0.157996
1178,0.119502,-0.503655,-0.972987,-0.230861
1179,0.156561,-0.493394,-0.953165,-0.302452
1180,0.192755,-0.480411,-0.928082,-0.372375
1181,0.227886,-0.464776,-0.897879,-0.440242
1182,0.261759,-0.446577,-0.862721,-0.505680
1183,0.294188,-0.425914,-0.822802,-0.568328
1184,0.324994,-0.402900,-0.778343,-0.627840
1185,0.354006,-0.377663,-0.729588,-0.683886
1186,0.381064,-0.350342,-0.676808,-0.736160
1187,0.406020,-0.321087,-0.620293,-0.784370
1188,0.428735,-0.290061,-0.560355,-0.828253
1189,0.449085,-0.257434,-0.497324,-0.867565
1190,0.466956,-0.223387,-0.431550,-0.902089
1191,0.482250,-0.188106,-0.363394,-0.931636
1192,0.494883,-0.151788,-0.293232,-0.956041
1193,0.504786,-0.114632,-0.221453,-0.975171
1194,0.511903,-0.076844,-0.148451,-0.988920
1195,0.516195,-0.038632,-0.074631,-0.997211
1196,0.517638,-0.000206,-0.000398,-1.000000
1197,0.516225,0.038221,0.073837,-0.997270
1198,0.511964,0.076436,0.147664,-0.989038
1199,0.504877,0.114230,0.220676,-0.975347
1200,0.495004,0.151394,0.292471,-0.956274
1201,0.482400,0.187722,0.362652,-0.931925
1202,0.467133,0.223015,0.430831,-0.902432
1203,0.449289,0.257076,0.496634,-0.867960
1204,0.428966,0.289719,0.559695,-0.828699
1205,0.406275,0.320764,0.619668,-0.784864
1206,0.381343,0.350038,0.676222,-0.736698
1207,0.354306,0.377381,0.729044,-0.684467
1208,0.325314,0.402641,0.777843,-0.628459
1209,0.294527,0.425679,0.822349,-0.568983
1210,0.262115,0.446369,0.862318,-0.506367
1211,0.228256,0.464595,0.897528,-0.440957
1212,0.193138,0.480257,0.927786,-0.373114
1213,0.156954,0.493269,0.952923,-0.303211
1214,0.119903,0.503560,0.972803,-0.231636
1215,0.082191,0.511071,0.987314,-0.158782
1216,0.044026,0.515762,0.996377,-0.085052
1217,0.005618,0.517608,0.999941,-0.010852
1218,-0.032822,0.516596,0.997988,0.063407
1219,-0.071080,0.512735,0.990527,0.137316
1220,-0.108946,0.506043,0.977601,0.210468
1221,-0.146211,0.496560,0.959280,0.282458
1222,-0.182669,0.484336,0.935665,0.352889
1223,-0.218119,0.469439,0.906887,0.421373
1224,-0.252365,0.451952,0.873105,0.487532
1225,-0.285219,0.431971,0.834505,0.551001
1226,-0.316499,0.409607,0.791299,0.611429
1227,-0.346032,0.384982,0.743727,0.668483
1228,-0.373656,0.358232,0.692051,0.721848
1229,-0.399218,0.329506,0.636557,0.771230
1230,-0.422577,0.298961,0.577549,0.816356
1231,-0.443604,0.266767,0.515354,0.856977
1232,-0.462183,0.233101,0.450316,0.892869
1233,-0.478212,0.198148,0.382793,0.923834
1234,-0.491602,0.162102,0.313157,0.949701
1235,-0.502279,0.125161,0.241793,0.970328
1236,-0.510184,0.087530,0.169095,0.985600
1237,-0.515274,0.049416,0.095464,0.995433
1238,-0.517521,0.011029,0.021306,0.999773
1239,-0.516911,-0.027419,-0.052970,0.998596
1240,-0.513450,-0.065716,-0.126953,0.991909
1241,-0.507155,-0.103650,-0.200236,0.979748
1242,-0.498061,-0.141012,-0.272414,0.962180
1243,-0.486219,-0.177595,-0.343088,0.939303
1244,-0.471694,-0.213199,-0.411869,0.911243
1245,-0.454566,-0.247627,-0.478378,0.878154
1246,-0.434930,-0.280687,-0.542247,0.840219
1247,-0.412893,-0.312199,-0.603123,0.797648
1248,-0.388578,-0.341989,-0.660671,0.750675
1249,-0.362119,-0.369891,-0.714574,0.699560
1250,-0.333662,-0.395751,-0.764533,0.644585
1251,-0.303363,-0.419428,-0.810273,0.586052
1252,-0.271390,-0.440791,-0.851543,0.524285
1253,-0.237920,-0.459721,-0.888113,0.459626
1254,-0.203137,-0.476114,-0.919782,0.392430
1255,-0.167232,-0.489880,-0.946376,0.323068
1256,-0.130405,-0.500943,-0.967747,0.251924
1257,-0.092859,-0.509241,-0.983778,0.179390
1258,-0.054800,-0.514729,-0.994380,0.105865
1259,-0.016438,-0.517377,-0.999496,0.031757
1260,0.022014,-0.517170,-0.999095,-0.042527
1261,0.060344,-0.514109,-0.993182,-0.116576
1262,0.098342,-0.508211,-0.981788,-0.189982
1263,0.135797,-0.499508,-0.964976,-0.262340
1264,0.172503,-0.488049,-0.942839,-0.333250
1265,0.208256,-0.473897,-0.915499,-0.402320
1266,0.242861,-0.457130,-0.883107,-0.469171
1267,0.276125,-0.437840,-0.845842,-0.533433
1268,0.307866,-0.416134,-0.803910,-0.594751
1269,0.337908,-0.392132,-0.757541,-0.652787
1270,0.366085,-0.365966,-0.706992,-0.707221
1271,0.392242,-0.337781,-0.652542,-0.757752
1272,0.416234,-0.307731,-0.594491,-0.804102
1273,0.437930,-0.275984,-0.533159,-0.846015
1274,0.457209,-0.242713,-0.468885,-0.883259
1275,0.473964,-0.208103,-0.402024,-0.915629
1276,0.488105,-0.172345,-0.332944,-0.942946
1277,0.499552,-0.135635,-0.262027,-0.965060
1278,0.508242,-0.098178,-0.189665,-0.981849
1279,0.514128,-0.060178,-0.116255,-0.993219
1280,0.517177,-0.021846,-0.042204,-0.999109
1281,0.517372,0.016606,0.032080,-0.999485
1282,0.514711,0.054966,0.106187,-0.994346
1283,0.509211,0.093024,0.179708,-0.983720
1284,0.500900,0.130568,0.252237,-0.967665
1285,0.489826,0.167391,0.323374,-0.946271
1286,0.476048,0.203291,0.392727,-0.919655
1287,0.459644,0.238069,0.459913,-0.887964
1288,0.440703,0.271533,0.524561,-0.851373
1289,0.419330,0.303499,0.586314,-0.810084
1290,0.395643,0.333790,0.644832,-0.764324
1291,0.369773,0.362239,0.699791,-0.714347
1292,0.341863,0.388689,0.750889,-0.660428
1293,0.312066,0.412994,0.797843,-0.602865
1294,0.280547,0.435020,0.840395,-0.541975
1295,0.247480,0.454646,0.878309,-0.478094
1296,0.213047,0.471763,0.911376,-0.411575
1297,0.177438,0.486277,0.939414,-0.342784
1298,0.140851,0.498107,0.962268,-0.272102
1299,0.103486,0.507188,0.979812,-0.199919
1300,0.065550,0.513471,0.991950,-0.126632
1301,0.027252,0.516920,0.998613,-0.052647
1302,-0.011196,0.517517,0.999766,0.021629
1303,-0.049582,0.515258,0.995402,0.095786
1304,-0.087695,0.510156,0.985545,0.169414
1305,-0.125324,0.502238,0.970250,0.242107
1306,-0.162261,0.491549,0.949600,0.313464
1307,-0.198303,0.478148,0.923710,0.383091
1308,-0.233250,0.462108,0.892723,0.450605
1309,-0.266911,0.443518,0.856810,0.515632
1310,-0.299098,0.422480,0.816169,0.577813
1311,-0.329635,0.399111,0.771024,0.636806
1312,-0.358353,0.373540,0.721624,0.692285
1313,-0.385094,0.345908,0.668242,0.743944
1314,-0.409709,0.316366,0.611173,0.791497
1315,-0.432064,0.285079,0.550731,0.834683
1316,-0.452034,0.252219,0.487250,0.873263
1317,-0.469510,0.217967,0.421080,0.907024
1318,-0.484395,0.182512,0.352586,0.935779
1319,-0.496607,0.146050,0.282147,0.959371
1320,-0.506079,0.108782,0.210151,0.977669
1321,-0.512758,0.070914,0.136996,0.990572
1322,-0.516607,0.032655,0.063084,0.998008
1323,-0.517606,-0.005785,-0.011176,0.999938
1324,-0.346701,-0.020322,-0.058514,0.998287
1325,-0.000000,-0.000000,-0.079302,0.996851
1326,0.345554,0.034749,-0.100056,0.994982
1327,0.679086,0.082179,-0.120137,0.992757
1328,0.990302,0.138935,-0.138935,0.990302
1329,1.269860,0.200398,-0.155882,0.987776
1330,1.388379,0.269079,-0.190268,0.981732
1331,1.371697,0.344162,-0.243359,0.969936
1332,1.350958,0.418226,-0.295731,0.955271
1333,1.326222,0.491054,-0.347228,0.937781
1334,1.297564,0.562429,-0.397698,0.917517
1335,1.265068,0.632141,-0.446991,0.894538
1336,1.228830,0.699983,-0.494963,0.868914
1337,1.188958,0.765754,-0.541470,0.840720
1338,1.145568,0.829261,-0.586376,0.810039
1339,1.098791,0.890314,-0.629547,0.776962
1340,1.048763,0.948734,-0.670856,0.741587
1341,0.995633,1.004348,-0.710181,0.704019
1342,0.939558,1.056991,-0.747406,0.664368
1343,0.880704,1.106508,-0.782419,0.622752
1344,0.819245,1.152752,-0.815119,0.579294
1345,0.755363,1.195586,-0.845407,0.534122
1346,0.689246,1.234884,-0.873195,0.487371
1347,0.621091,1.270530,-0.898400,0.439178
1348,0.551099,1.302417,-0.920948,0.389686
1349,0.479477,1.330452,-0.940771,0.339041
1350,0.406437,1.354551,-0.957812,0.287394
1351,0.332194,1.374644,-0.972020,0.234897
1352,0.256969,1.390671,-0.983353,0.181704
1353,0.180983,1.402585,-0.991777,0.127975
1354,0.104463,1.410350,-0.997268,0.073866
1355,0.027633,1.413944,-0.999809,0.019540
1356,-0.049278,1.413355,-0.999393,-0.034845
1357,-0.126044,1.408585,-0.996020,-0.089126
1358,-0.202437,1.399650,-0.989702,-0.143144
1359,-0.278231,1.386574,-0.980456,-0.196739
1360,-0.353202,1.369397,-0.968310,-0.249751
1361,-0.427128,1.348170,-0.953300,-0.302025
1362,-0.499791,1.322955,-0.935470,-0.353405
1363,-0.570975,1.293827,-0.914874,-0.403741
1364,-0.640471,1.260871,-0.891571,-0.452882
1365,-0.708073,1.224187,-0.865631,-0.500683
1366,-0.773579,1.183881,-0.837130,-0.547003
1367,-0.836798,1.140074,-0.806154,-0.591706
1368,-0.897542,1.092894,-0.772793,-0.634658
1369,-0.955631,1.042482,-0.737146,-0.675733
1370,-1.010893,0.988987,-0.699319,-0.714809
1371,-1.063165,0.932566,-0.659424,-0.751772
1372,-1.112293,0.873387,-0.617578,-0.786510
1373,-1.158131,0.811624,-0.573905,-0.818922
1374,-1.200543,0.747461,-0.528535,-0.848912
1375,-1.239403,0.681087,-0.481601,-0.876391
1376,-1.274598,0.612698,-0.433243,-0.901277
1377,-1.306023,0.542497,-0.383603,-0.923498
1378,-1.333585,0.470691,-0.332829,-0.942987
1379,-1.357203,0.397494,-0.281070,-0.959687
1380,-1.376806,0.323120,-0.228480,-0.973549
1381,-1.392336,0.247791,-0.175214,-0.984530
1382,-1.403748,0.171728,-0.121430,-0.992600
1383,-1.411008,0.095158,-0.067287,-0.997734
1384,-1.414095,0.018307,-0.012945,-0.999916
1385,-1.412999,-0.058599,0.041436,-0.999141
1386,-1.407723,-0.135332,0.095694,-0.995411
1387,-1.398284,-0.211664,0.149669,-0.988736
1388,-1.384709,-0.287370,0.203201,-0.979137
1389,-1.367038,-0.362226,0.256132,-0.966642
1390,-1.345323,-0.436011,0.308306,-0.951287
1391,-1.319629,-0.508506,0.359568,-0.933119
1392,-1.290032,-0.579497,0.409766,-0.912191
1393,-1.256620,-0.648774,0.458752,-0.888564
1394,-1.219490,-0.716131,0.506381,-0.862310
1395,-1.178753,-0.781371,0.552513,-0.833504
1396,-1.134530,-0.844300,0.597010,-0.802234
1397,-1.086951,-0.904731,0.639741,-0.768590
1398,-1.036157,-0.962486,0.680580,-0.732673
1399,-0.982298,-1.017394,0.719406,-0.694589
1400,-0.925533,-1.069293,0.756105,-0.654451
1401,-0.866031,-1.118029,0.790566,-0.612377
1402,-0.803968,-1.163459,0.822689,-0.568491
1403,-0.739526,-1.205446,0.852379,-0.522924
1404,-0.672897,-1.243869,0.879548,-0.475810
1405,-0.604278,-1.278612,0.904115,-0.427289
1406,-0.533871,-1.309573,0.926008,-0.377504
1407,-0.461885,-1.336661,0.945162,-0.326602
1408,-0.388533,-1.359795,0.961520,-0.274734
1409,-0.314032,-1.378907,0.975034,-0.222054
1410,-0.238602,-1.393940,0.985665,-0.168717
1411,-0.162466,-1.404850,0.993379,-0.114881
1412,-0.085850,-1.411605,0.998156,-0.060705
1413,-0.008979,-1.414185,0.999980,-0.006349
1414,0.067918,-1.412582,0.998846,0.048025
1415,0.144614,-1.406800,0.994758,0.102257
1416,0.220882,-1.396858,0.987727,0.156187
1417,0.296497,-1.382783,0.977775,0.209655
1418,0.371235,-1.364619,0.964931,0.262503
1419,0.444874,-1.342418,0.949233,0.314574
1420,0.517198,-1.316247,0.930727,0.365715
1421,0.587993,-1.286182,0.909468,0.415774
1422,0.657048,-1.252313,0.885519,0.464603
1423,0.724159,-1.214740,0.858951,0.512058
1424,0.789129,-1.173574,0.829842,0.557998
1425,0.851764,-1.128936,0.798279,0.602288
1426,0.911880,-1.080960,0.764354,0.644797
1427,0.969299,-1.029786,0.728169,0.685398
1428,1.023851,-0.975566,0.689829,0.723972
1429,1.075375,-0.918460,0.649450,0.760405
1430,1.123717,-0.858638,0.607149,0.794588
1431,1.168736,-0.796276,0.563052,0.826421
1432,1.210298,-0.731559,0.517291,0.855810
1433,1.248280,-0.664678,0.469999,0.882667
1434,1.282570,-0.595831,0.421316,0.906914
1435,1.313066,-0.525222,0.371388,0.928478
1436,1.339678,-0.453059,0.320361,0.947296
1437,1.362328,-0.379556,0.268387,0.963311
1438,1.380948,-0.304930,0.215618,0.976478
1439,1.395484,-0.229403,0.162212,0.986756
1440,1.405891,-0.153197,0.108326,0.994115
1441,1.412141,-0.076537,0.054120,0.998534
1442,1.414214,0.000348,-0.000246,1.000000
1443,1.412103,0.077233,-0.054612,0.998508
1444,1.405816,0.153889,-0.108816,0.994062
1445,1.395370,0.230090,-0.162698,0.986676
1446,1.380798,0.305611,-0.216099,0.976371
1447,1.362141,0.380227,-0.268861,0.963179
1448,1.339455,0.453719,-0.320828,0.947138
1449,1.312807,0.525869,-0.371845,0.928295
1450,1.282276,0.596463,-0.421763,0.906706
1451,1.247952,0.665293,-0.470433,0.882436
1452,1.209937,0.732156,-0.517712,0.855555
1453,1.168344,0.796852,-0.563460,0.826144
1454,1.123294,0.859192,-0.607540,0.794289
1455,1.074922,0.918990,-0.649824,0.760085
1456,1.023370,0.976070,-0.690186,0.723632
1457,0.968792,1.030263,-0.728506,0.685039
1458,0.911348,1.081409,-0.764672,0.644420
1459,0.851208,1.129356,-0.798575,0.601895
1460,0.788551,1.173963,-0.830117,0.557589
1461,0.723561,1.215097,-0.859203,0.511635
1462,0.656431,1.252637,-0.885748,0.464167
1463,0.587359,1.286472,-0.909673,0.415325
1464,0.516550,1.316501,-0.930907,0.365256
1465,0.444213,1.342637,-0.949388,0.314106
1466,0.370562,1.364802,-0.965061,0.262027
1467,0.295815,1.382929,-0.977879,0.209173
1468,0.220194,1.396966,-0.987804,0.155700
1469,0.143920,1.406871,-0.994808,0.101767
1470,0.067222,1.412615,-0.998870,0.047533
1471,-0.009676,1.414180,-0.999977,-0.006842
1472,-0.086545,1.411563,-0.998126,-0.061197
1473,-0.163158,1.404770,-0.993323,-0.115370
1474,-0.239289,1.393822,-0.985581,-0.169203
1475,-0.314711,1.378752,-0.974925,-0.222534
1476,-0.389203,1.359603,-0.961385,-0.275208
1477,-0.462544,1.336433,-0.945001,-0.327068
1478,-0.534516,1.309310,-0.925822,-0.377960
1479,-0.604908,1.278314,-0.903905,-0.427734
1480,-0.673510,1.243537,-0.879314,-0.476243
1481,-0.740120,1.205082,-0.852122,-0.523344
1482,-0.804541,1.163062,-0.822409,-0.568896
1483,-0.866582,1.117603,-0.790264,-0.612766
1484,-0.926060,1.068837,-0.755782,-0.654823
1485,-0.982799,1.016910,-0.719064,-0.694944
1486,-1.036631,0.961975,-0.680219,-0.733009
1487,-1.087396,0.904195,-0.639363,-0.768905
1488,-1.134946,0.843741,-0.596615,-0.802528
1489,-1.179138,0.780790,-0.552102,-0.833777
1490,-1.219843,0.715531,-0.505956,-0.862559
1491,-1.256939,0.648154,-0.458314,-0.888790
1492,-1.290318,0.578861,-0.409317,-0.912392
1493,-1.319880,0.507855,-0.359108,-0.933296
1494,-1.345538,0.435348,-0.307837,-0.951439
1495,-1.367216,0.361552,-0.255656,-0.966768
1496,-1.384850,0.286688,-0.202719,-0.979237
1497,-1.398388,0.210975,-0.149182,-0.988810
1498,-1.407790,0.134638,-0.095203,-0.995458
1499,-1.413028,0.057903,-0.040944,-0.999161
1500,-1.414086,-0.019003,0.013437,-0.999910
1501,-1.410961,-0.095853,0.067779,-0.997700
1502,-1.403664,-0.172420,0.121919,-0.992540
1503,-1.392214,-0.248477,0.175700,-0.984444
1504,-1.376646,-0.323798,0.228960,-0.973436
1505,-1.357007,-0.398162,0.281543,-0.959549
1506,-1.333353,-0.471348,0.333294,-0.942823
1507,-1.305756,-0.543140,0.384058,-0.923309
1508,-1.274296,-0.613326,0.433687,-0.901064
1509,-1.239068,-0.681697,0.482033,-0.876153
1510,-1.200174,-0.748052,0.528953,-0.848651
1511,-1.157731,-0.812195,0.574308,-0.818639
1512,-1.111863,-0.873935,0.617965,-0.786206
1513,-1.062706,-0.933090,0.659794,-0.751447
1514,-1.010406,-0.989485,0.699671,-0.714465
1515,-0.955117,-1.042953,0.737479,-0.675370
1516,-0.897003,-1.093337,0.773106,-0.634277
1517,-0.836237,-1.140486,0.806445,-0.591309
1518,-0.772996,-1.184262,0.837400,-0.546591
1519,-0.707469,-1.224536,0.865877,-0.500256
1520,-0.639850,-1.261187,0.891794,-0.452442
1521,-0.570338,-1.294108,0.915072,-0.403290
1522,-0.499139,-1.323201,0.935644,-0.352945
1523,-0.426464,-1.348380,0.953449,-0.301555
1524,-0.352527,-1.369571,0.968433,-0.249274
1525,-0.277547,-1.386711,0.980553,-0.196256
1526,-0.201747,-1.399749,0.989772,-0.142657
1527,-0.125350,-1.408647,0.996064,-0.088636
1528,-0.048582,-1.413379,0.999410,-0.034353
1529,0.028330,-1.413930,0.999799,0.020032
1530,0.105158,-1.410299,0.997232,0.074358
1531,0.181674,-1.402496,0.991714,0.128463
1532,0.257654,-1.390545,0.983264,0.182189
1533,0.332871,-1.374481,0.971905,0.235375
1534,0.407104,-1.354351,0.957671,0.287866
1535,0.480132,-1.330215,0.940604,0.339505
1536,0.551741,-1.302145,0.920756,0.390140
1537,0.621717,-1.270223,0.898184,0.439621
1538,0.689855,-1.234545,0.872955,0.487801
1539,0.755952,-1.195214,0.845144,0.534539
1540,0.819813,-1.152348,0.814833,0.579695
1541,0.881249,-1.106074,0.782113,0.623137
1542,0.940079,-1.056528,0.747078,0.664736
1543,0.996128,-1.003858,0.709834,0.704369
1544,1.049230,-0.948217,0.670491,0.741918
1545,1.099229,-0.889773,0.629164,0.777272
1546,1.145977,-0.828696,0.585977,0.810328
1547,1.189335,-0.765168,0.541056,0.840987
1548,1.229175,-0.699377,0.494534,0.869158
1549,1.265380,-0.631518,0.446550,0.894759
1550,1.297841,-0.561790,0.397245,0.917712
1551,1.326464,-0.490401,0.346766,0.937952
1552,1.351164,-0.417561,0.295260,0.955417
1553,1.371866,-0.343486,0.242881,0.970056
1554,1.388511,-0.268395,0.189784,0.981826
1555,1.401050,-0.192510,0.136125,0.990692
1556,1.409444,-0.116056,0.082064,0.996627
1557,1.413669,-0.039259,0.027760,0.999615
1558,1.413712,0.037655,-0.026626,0.999645
1559,1.409574,0.114457,-0.080933,0.996720
1560,1.401267,0.190921,-0.135001,0.990845
1561,1.388815,0.266820,-0.188670,0.982041
1562,1.372255,0.341930,-0.241781,0.970331
1563,1.351636,0.416028,-0.294176,0.955751
1564,1.327020,0.488896,-0.345701,0.938345
1565,1.298478,0.560317,-0.396204,0.918162
1566,1.266095,0.630082,-0.445535,0.895264
1567,1.229968,0.697982,-0.493548,0.869718
1568,1.190202,0.763819,-0.540101,0.841600
1569,1.146916,0.827396,-0.585057,0.810992
1570,1.100238,0.888525,-0.628282,0.777986
1571,1.050305,0.947027,-0.669649,0.742678
1572,0.997266,1.002727,-0.709035,0.705173
1573,0.941276,1.055461,-0.746324,0.665583
1574,0.882503,1.105074,-0.781405,0.624024
1575,0.821120,1.151418,-0.814175,0.580619
