idx,phi_re,phi_im,psi_re,psi_im
2694,0.504055,-0.117806,-0.227583,-0.973759
2695,0.511409,-0.080063,-0.154669,-0.987966
2696,0.515941,-0.041878,-0.080902,-0.996722
2697,0.517627,-0.003462,-0.006689,-0.999978
2698,0.516455,0.034973,0.067562,-0.997715
2699,0.512434,0.073214,0.141439,-0.989947
2700,0.505585,0.111052,0.214536,-0.976716
2701,0.495947,0.148277,0.286450,-0.958095
2702,0.483571,0.184684,0.356782,-0.934188
2703,0.468527,0.220072,0.425146,-0.905125
2704,0.450898,0.254245,0.491164,-0.871067
2705,0.430780,0.287015,0.554471,-0.832203
2706,0.408285,0.318202,0.614719,-0.788747
2707,0.383537,0.347632,0.671574,-0.740937
2708,0.356673,0.375145,0.724724,-0.689040
2709,0.327841,0.400587,0.773874,-0.633340
2710,0.297199,0.423818,0.818754,-0.574145
2711,0.264918,0.444711,0.859116,-0.511782
2712,0.231174,0.463150,0.894737,-0.446594
2713,0.196155,0.479033,0.925420,-0.378942
2714,0.160054,0.492272,0.950997,-0.309200
2715,0.123069,0.502795,0.971326,-0.237751
2716,0.085405,0.510544,0.986295,-0.164989
2717,0.047270,0.515475,0.995822,-0.091318
2718,0.008874,0.517562,0.999853,-0.017143
2719,-0.029571,0.516793,0.998367,0.057128
2720,-0.067853,0.513172,0.991371,0.131082
2721,-0.105761,0.506719,0.978905,0.204314
2722,-0.143084,0.497470,0.961038,0.276418
2723,-0.179619,0.485475,0.937866,0.346996
2724,-0.215162,0.470802,0.909520,0.415660
2725,-0.249517,0.453531,0.876155,0.482030
2726,-0.282496,0.433757,0.837954,0.545740
2727,-0.313916,0.411590,0.795130,0.606439
2728,-0.343604,0.387151,0.747918,0.663791
2729,-0.371395,0.360576,0.696579,0.717480
2730,-0.397137,0.332011,0.641396,0.767210
2731,-0.420688,0.301614,0.582673,0.812707
2732,-0.441917,0.269552,0.520735,0.853718
2733,-0.460708,0.236004,0.455924,0.890019
2734,-0.476956,0.201152,0.388597,0.921408
2735,-0.490572,0.165191,0.319125,0.947713
2736,-0.501481,0.128318,0.247892,0.968788
2737,-0.509623,0.090738,0.175292,0.984517
2738,-0.514953,0.052656,0.101724,0.994813
2739,-0.517441,0.014284,0.027594,0.999619
2740,-0.517074,-0.024167,-0.046687,0.998910
2741,-0.513853,-0.062485,-0.120711,0.992688
2742,-0.507797,-0.100457,-0.194069,0.980988
2743,-0.498938,-0.137876,-0.266356,0.963875
2744,-0.487327,-0.174533,-0.337173,0.941443
2745,-0.473026,-0.210228,-0.406129,0.913816
2746,-0.456115,-0.244762,-0.472844,0.881146
2747,-0.436687,-0.277946,-0.536950,0.843614
2748,-0.414849,-0.309596,-0.598093,0.801426
2749,-0.390722,-0.339537,-0.655936,0.754817
2750,-0.364439,-0.367605,-0.710159,0.704041
2751,-0.336144,-0.393645,-0.760463,0.649381
2752,-0.305995,-0.417512,-0.806571,0.591138
2753,-0.274158,-0.439075,-0.848228,0.529632
2754,-0.240807,-0.458215,-0.885204,0.465203
2755,-0.206128,-0.474827,-0.917295,0.398208
2756,-0.170311,-0.488818,-0.944325,0.329015
2757,-0.133554,-0.500112,-0.966143,0.258007
2758,-0.096060,-0.508647,-0.982630,0.185575
2759,-0.058037,-0.514374,-0.993695,0.112118
2760,-0.019693,-0.517263,-0.999276,0.038043
2761,0.018760,-0.517298,-0.999343,-0.036241
2762,0.057109,-0.514478,-0.993895,-0.110326
2763,0.095143,-0.508819,-0.982963,-0.183802
2764,0.132652,-0.500352,-0.966607,-0.256264
2765,0.169429,-0.489125,-0.944916,-0.327312
2766,0.205271,-0.475198,-0.918012,-0.396553
2767,0.239980,-0.458649,-0.886041,-0.463607
2768,0.273365,-0.439569,-0.849181,-0.528102
2769,0.305242,-0.418063,-0.807635,-0.589682
2770,0.335434,-0.394250,-0.761633,-0.648009
2771,0.363775,-0.368262,-0.711427,-0.702760
2772,0.390109,-0.340241,-0.657296,-0.753633
2773,0.414290,-0.310343,-0.599537,-0.800347
2774,0.436185,-0.278733,-0.538471,-0.842644
2775,0.455673,-0.245584,-0.474432,-0.880292
2776,0.472646,-0.211080,-0.407776,-0.913082
2777,0.487011,-0.175412,-0.338870,-0.940833
2778,0.498689,-0.138775,-0.268093,-0.963393
2779,0.507615,-0.101373,-0.195837,-0.980636
2780,0.513739,-0.063411,-0.122501,-0.992468
2781,0.517029,-0.025099,-0.048488,-0.998824
2782,0.517466,0.013351,0.025792,-0.999667
2783,0.515047,0.051727,0.099930,-0.994994
2784,0.509786,0.089819,0.173516,-0.984831
2785,0.501712,0.127414,0.246145,-0.969233
2786,0.490869,0.164306,0.317415,-0.948287
2787,0.477318,0.200292,0.386934,-0.922107
2788,0.461132,0.235172,0.454318,-0.890839
2789,0.442402,0.268755,0.519195,-0.854656
2790,0.421231,0.300855,0.581207,-0.813756
2791,0.397735,0.331294,0.640011,-0.768366
2792,0.372045,0.359905,0.695284,-0.718735
2793,0.344301,0.386531,0.746720,-0.665139
2794,0.314658,0.411023,0.794035,-0.607872
2795,0.283278,0.433247,0.836969,-0.547251
2796,0.250335,0.453080,0.875284,-0.483609
2797,0.216010,0.470413,0.908769,-0.417300
2798,0.180494,0.485151,0.937239,-0.348687
2799,0.143981,0.497211,0.960538,-0.278150
2800,0.106674,0.506527,0.978535,-0.206079
2801,0.068778,0.513048,0.991134,-0.132870
2802,0.030503,0.516739,0.998262,-0.058928
2803,-0.007940,0.517577,0.999882,0.015340
2804,-0.046340,0.515560,0.995985,0.089522
2805,-0.084484,0.510697,0.986591,0.163211
2806,-0.122162,0.503017,0.971753,0.235999
2807,-0.159166,0.492560,0.951553,0.307484
2808,-0.195291,0.479386,0.926102,0.377273
2809,-0.230339,0.463566,0.895540,0.444980
2810,-0.264115,0.445188,0.860037,0.510232
2811,-0.296435,0.424353,0.819788,0.572668
2812,-0.327118,0.401177,0.775015,0.631943
2813,-0.355996,0.375787,0.725965,0.687732
2814,-0.382910,0.348323,0.672909,0.739725
2815,-0.407711,0.318937,0.616140,0.787637
2816,-0.430262,0.287792,0.555971,0.831202
2817,-0.450438,0.255058,0.492734,0.870180
2818,-0.468129,0.220916,0.426777,0.904357
2819,-0.483237,0.185556,0.358466,0.933543
2820,-0.495678,0.149171,0.288177,0.957577
2821,-0.505384,0.111964,0.216297,0.976328
2822,-0.512301,0.074138,0.143224,0.989690
2823,-0.516391,0.035904,0.069361,0.997592
2824,-0.517632,-0.002529,-0.004886,0.999988
2825,-0.516016,-0.040948,-0.079105,0.996866
2826,-0.511553,-0.079140,-0.152888,0.988244
2827,-0.504266,-0.116896,-0.225827,0.974167
2828,-0.494197,-0.154007,-0.297520,0.954716
2829,-0.481401,-0.190269,-0.367571,0.929996
2830,-0.465949,-0.225480,-0.435594,0.900143
2831,-0.447925,-0.259447,-0.501213,0.865324
2832,-0.427429,-0.291982,-0.564066,0.825730
2833,-0.404575,-0.322906,-0.623806,0.781579
2834,-0.379488,-0.352048,-0.680105,0.733115
2835,-0.352307,-0.379248,-0.732650,0.680606
2836,-0.323182,-0.404354,-0.781152,0.624340
2837,-0.292274,-0.427230,-0.825344,0.564630
2838,-0.259753,-0.447747,-0.864981,0.501804
2839,-0.225798,-0.465794,-0.899846,0.436209
2840,-0.190598,-0.481271,-0.929744,0.368206
2841,-0.154345,-0.494092,-0.954512,0.298172
2842,-0.117241,-0.504186,-0.974013,0.226492
2843,-0.079490,-0.511498,-0.988139,0.153563
2844,-0.041300,-0.515988,-0.996812,0.079786
2845,-0.002883,-0.517630,-0.999984,0.005569
2846,0.035551,-0.516416,-0.997639,-0.068679
2847,0.073788,-0.512352,-0.989788,-0.142548
2848,0.111618,-0.505461,-0.976475,-0.215630
2849,0.148833,-0.495780,-0.957774,-0.287522
2850,0.185225,-0.483364,-0.933787,-0.357828
2851,0.220596,-0.468280,-0.904648,-0.426159
2852,0.254750,-0.450613,-0.870517,-0.492139
2853,0.287497,-0.430458,-0.831582,-0.555402
2854,0.318659,-0.407929,-0.788058,-0.615601
2855,0.348062,-0.383148,-0.740185,-0.672403
2856,0.375544,-0.356253,-0.688228,-0.725495
2857,0.400953,-0.327392,-0.632473,-0.774583
2858,0.424151,-0.296724,-0.573228,-0.819396
2859,0.445007,-0.264420,-0.510819,-0.859688
2860,0.463408,-0.230655,-0.445592,-0.895236
2861,0.479252,-0.195619,-0.377906,-0.925844
2862,0.492451,-0.159502,-0.308135,-0.951343
2863,0.502933,-0.122506,-0.236663,-0.971592
2864,0.510639,-0.084833,-0.163885,-0.986479
2865,0.515528,-0.046692,-0.090203,-0.995923
2866,0.517572,-0.008294,-0.016023,-0.999872
2867,0.516759,0.030150,0.058245,-0.998302
2868,0.513095,0.068428,0.132192,-0.991224
2869,0.506600,0.106328,0.205410,-0.978676
2870,0.497309,0.143641,0.277494,-0.960727
2871,0.485274,0.180162,0.348046,-0.937477
2872,0.470561,0.215689,0.416678,-0.909054
2873,0.453251,0.250025,0.483011,-0.875614
2874,0.433440,0.282982,0.546678,-0.837343
2875,0.411238,0.314377,0.607329,-0.794450
2876,0.386766,0.344037,0.664628,-0.747174
2877,0.360160,0.371799,0.718260,-0.695775
2878,0.331566,0.397509,0.767928,-0.640536
2879,0.301142,0.421025,0.813359,-0.581763
2880,0.269057,0.442219,0.854301,-0.519779
2881,0.235487,0.460972,0.890529,-0.454927
2882,0.200618,0.477181,0.921843,-0.387565
2883,0.164642,0.490757,0.948069,-0.318063
2884,0.127757,0.501625,0.969065,-0.246807
2885,0.090167,0.509725,0.984712,-0.174189
2886,0.052079,0.515012,0.994926,-0.100610
2887,0.013705,0.517457,0.999649,-0.026475
2888,-0.024746,0.517046,0.998857,0.047806
2889,-0.063060,0.513783,0.992552,0.121822
2890,-0.101026,0.507684,0.980770,0.195167
2891,-0.138434,0.498784,0.963576,0.267435
2892,-0.175079,0.487131,0.941065,0.338227
2893,-0.210757,0.472790,0.913360,0.407152
2894,-0.245273,0.455840,0.880616,0.473831
2895,-0.278435,0.436375,0.843012,0.537895
2896,-0.310060,0.414502,0.800756,0.598990
2897,-0.339975,0.390341,0.754082,0.656781
2898,-0.368013,0.364027,0.703246,0.710947
2899,-0.394021,0.335703,0.648529,0.761190
2900,-0.417854,0.305528,0.590234,0.807232
2901,-0.439382,0.273666,0.528682,0.848820
2902,-0.458485,0.240294,0.464212,0.885724
2903,-0.475057,0.205596,0.397181,0.917740
2904,-0.489009,0.169763,0.327958,0.944692
2905,-0.500262,0.132994,0.256925,0.966431
2906,-0.508754,0.095491,0.184474,0.982837
2907,-0.514439,0.057461,0.111006,0.993820
2908,-0.517285,0.019113,0.036924,0.999318
2909,-0.517277,-0.019339,-0.037360,0.999302
2910,-0.514414,-0.057685,-0.111439,0.993771
2911,-0.508712,-0.095713,-0.184903,0.982757
2912,-0.500204,-0.133212,-0.257346,0.966319
2913,-0.488935,-0.169977,-0.328370,0.944549
2914,-0.474968,-0.205803,-0.397581,0.917567
2915,-0.458380,-0.240494,-0.464598,0.885521
2916,-0.439262,-0.273857,-0.529052,0.848589
2917,-0.417721,-0.305710,-0.590586,0.806975
2918,-0.393874,-0.335875,-0.648861,0.760907
2919,-0.367854,-0.364187,-0.703556,0.710640
2920,-0.234955,-0.255755,-0.736418,0.676527
2921,-0.000000,-0.000000,-0.750355,0.661036
2922,0.224096,0.265322,-0.763965,0.645257
2923,0.430734,0.531394,-0.776846,0.629691
2924,0.614852,0.788643,-0.788643,0.614852
2925,0.772951,1.027254,-0.799062,0.601249
2926,0.810329,1.159037,-0.819563,0.572989
2927,0.746119,1.201377,-0.849502,0.527586
2928,0.679701,1.240164,-0.876928,0.480621
2929,0.611273,1.275282,-0.901761,0.432235
2930,0.541037,1.306629,-0.923926,0.382571
2931,0.469201,1.334110,-0.943359,0.331775
2932,0.395977,1.357646,-0.960001,0.279998
2933,0.321581,1.377166,-0.973803,0.227392
2934,0.246235,1.392612,-0.984725,0.174114
2935,0.170160,1.403939,-0.992735,0.120321
2936,0.093582,1.411114,-0.997808,0.066172
2937,0.016726,1.414115,-0.999930,0.011827
2938,-0.060178,1.412933,-0.999094,-0.042552
2939,-0.136905,1.407571,-0.995303,-0.096806
2940,-0.213226,1.398047,-0.988568,-0.150774
2941,-0.288917,1.384387,-0.978909,-0.204295
2942,-0.363753,1.366632,-0.966355,-0.257212
2943,-0.437514,1.344835,-0.950942,-0.309369
2944,-0.509980,1.319060,-0.932717,-0.360610
2945,-0.580938,1.289384,-0.911732,-0.410785
2946,-0.650177,1.255894,-0.888051,-0.459745
2947,-0.717494,1.218689,-0.861743,-0.507345
2948,-0.782688,1.177879,-0.832886,-0.553444
2949,-0.845567,1.133586,-0.801566,-0.597906
2950,-0.905945,1.085939,-0.767875,-0.640600
2951,-0.963643,1.035081,-0.731912,-0.681399
2952,-1.018491,0.981160,-0.693785,-0.720182
2953,-1.070327,0.924338,-0.653606,-0.756835
2954,-1.118996,0.864781,-0.611493,-0.791250
2955,-1.164356,0.802667,-0.567571,-0.823324
2956,-1.206272,0.738179,-0.521971,-0.852963
2957,-1.244620,0.671507,-0.474827,-0.880079
2958,-1.279286,0.602849,-0.426278,-0.904592
2959,-1.310169,0.532407,-0.376469,-0.926429
2960,-1.337176,0.460391,-0.325546,-0.945526
2961,-1.360228,0.387013,-0.273660,-0.961827
2962,-1.379257,0.312491,-0.220964,-0.975282
2963,-1.394206,0.237044,-0.167615,-0.985852
2964,-1.405031,0.160896,-0.113771,-0.993507
2965,-1.411700,0.084272,-0.059589,-0.998223
2966,-1.414194,0.007399,-0.005232,-0.999986
2967,-1.412505,-0.069496,0.049141,-0.998792
2968,-1.406638,-0.146185,0.103369,-0.994643
2969,-1.396610,-0.222443,0.157291,-0.987552
2970,-1.382451,-0.298042,0.210747,-0.977541
2971,-1.364203,-0.372759,0.263581,-0.964637
2972,-1.341920,-0.446374,0.315634,-0.948881
2973,-1.315668,-0.518669,0.366754,-0.930318
2974,-1.285524,-0.589430,0.416790,-0.909003
2975,-1.251578,-0.658447,0.465592,-0.884999
2976,-1.213930,-0.725516,0.513017,-0.858378
2977,-1.172691,-0.790440,0.558925,-0.829218
2978,-1.127984,-0.853025,0.603180,-0.797605
2979,-1.079940,-0.913088,0.645651,-0.763633
2980,-1.028702,-0.970449,0.686211,-0.727402
2981,-0.974421,-1.024941,0.724742,-0.689020
2982,-0.917258,-1.076400,0.761130,-0.648600
2983,-0.857382,-1.124676,0.795266,-0.606261
2984,-0.794970,-1.169625,0.827050,-0.562129
2985,-0.730206,-1.211115,0.856387,-0.516334
2986,-0.663283,-1.249022,0.883192,-0.469012
2987,-0.594398,-1.283235,0.907384,-0.420303
2988,-0.523754,-1.313652,0.928892,-0.370350
2989,-0.451562,-1.340184,0.947653,-0.319302
2990,-0.378033,-1.362751,0.963611,-0.267310
2991,-0.303387,-1.381288,0.976718,-0.214527
2992,-0.227843,-1.395739,0.986937,-0.161109
2993,-0.151625,-1.406062,0.994236,-0.107215
2994,-0.074959,-1.412226,0.998594,-0.053004
2995,0.001929,-1.414212,0.999999,0.001364
2996,0.078811,-1.412016,0.998446,0.055728
2997,0.155460,-1.405643,0.993940,0.109927
2998,0.231649,-1.395112,0.986493,0.163801
2999,0.307153,-1.380455,0.976129,0.217190
3000,0.381749,-1.361715,0.962878,0.269937
3001,0.455215,-1.338947,0.946778,0.321886
3002,0.527335,-1.312218,0.927879,0.372882
3003,0.597896,-1.281609,0.906234,0.422776
3004,0.666687,-1.247208,0.881909,0.471419
3005,0.733507,-1.209118,0.854976,0.518668
3006,0.798157,-1.167452,0.825513,0.564382
3007,0.860447,-1.122333,0.793609,0.608428
3008,0.920191,-1.073894,0.759358,0.650673
3009,0.977213,-1.022279,0.722860,0.690994
3010,1.031345,-0.967640,0.684225,0.729271
3011,1.082427,-0.910139,0.643565,0.765391
3012,1.130306,-0.849945,0.601002,0.799247
3013,1.174843,-0.787238,0.556661,0.830739
3014,1.215904,-0.722202,0.510674,0.859774
3015,1.253369,-0.655030,0.463176,0.886266
3016,1.287127,-0.585921,0.414309,0.910136
3017,1.317078,-0.515079,0.364216,0.931315
3018,1.343133,-0.442712,0.313045,0.949738
3019,1.365215,-0.369037,0.260949,0.965353
3020,1.383259,-0.294270,0.208080,0.978112
3021,1.397211,-0.218632,0.154596,0.987978
3022,1.407031,-0.142348,0.100655,0.994921
3023,1.412689,-0.065643,0.046417,0.998922
3024,1.414169,0.011256,-0.007959,0.999968
3025,1.411465,0.088122,-0.062312,0.998057
3026,1.404587,0.164728,-0.116480,0.993193
3027,1.393554,0.240846,-0.170304,0.985392
3028,1.378399,0.316252,-0.223624,0.974676
3029,1.359167,0.390722,-0.276282,0.961077
3030,1.335915,0.464037,-0.328124,0.944635
3031,1.308712,0.535979,-0.378994,0.925399
3032,1.277637,0.606336,-0.428744,0.903426
3033,1.242784,0.674899,-0.477226,0.878781
3034,1.204254,0.741466,-0.524296,0.851536
3035,1.162163,0.805840,-0.569815,0.821773
3036,1.116634,0.867830,-0.613649,0.789579
3037,1.067802,0.927254,-0.655667,0.755050
3038,1.015811,0.983935,-0.695747,0.718287
3039,0.960816,1.037705,-0.733768,0.679400
3040,0.902980,1.088406,-0.769619,0.638503
3041,0.842472,1.135888,-0.803194,0.595718
3042,0.779472,1.180010,-0.834393,0.551170
3043,0.714167,1.220641,-0.863124,0.504992
3044,0.646749,1.257663,-0.889302,0.457321
3045,0.577419,1.290964,-0.912849,0.408297
3046,0.506380,1.320447,-0.933697,0.358065
3047,0.433844,1.346024,-0.951782,0.306774
3048,0.360024,1.367619,-0.967053,0.254576
3049,0.285140,1.385170,-0.979463,0.201624
3050,0.209412,1.398623,-0.988976,0.148077
3051,0.133065,1.407940,-0.995564,0.094091
3052,0.056324,1.413092,-0.999207,0.039827
3053,-0.020583,1.414064,-0.999894,-0.014555
3054,-0.097430,1.410853,-0.997624,-0.068893
3055,-0.173988,1.403470,-0.992403,-0.123028
3056,-0.250032,1.391935,-0.984247,-0.176799
3057,-0.325336,1.376283,-0.973179,-0.230048
3058,-0.399678,1.356561,-0.959233,-0.282615
3059,-0.472838,1.332826,-0.942450,-0.334347
3060,-0.544599,1.305148,-0.922879,-0.385090
3061,-0.614749,1.273610,-0.900578,-0.434693
3062,-0.683081,1.238305,-0.875614,-0.483011
3063,-0.749393,1.199337,-0.848060,-0.529901
3064,-0.813488,1.156822,-0.817997,-0.575223
3065,-0.875176,1.110885,-0.785515,-0.618843
3066,-0.934277,1.061663,-0.750709,-0.660633
3067,-0.990613,1.009300,-0.713683,-0.700469
3068,-1.044020,0.953951,-0.674545,-0.738233
3069,-1.094338,0.895781,-0.633413,-0.773814
3070,-1.141420,0.834962,-0.590407,-0.807106
3071,-1.185125,0.771672,-0.545655,-0.838010
