idx,delta_phi_re,delta_phi_im,delta_psi_re,delta_psi_im
1154,14.0471,-10.6471,-0.899006,-2.31976
1155,13.0866,-12.196,-0.983746,-2.29914
1156,11.9077,-13.7346,-1.06745,-2.26285
1157,10.5224,-15.2386,-1.14916,-2.21119
1158,8.94502,-16.6847,-1.22797,-2.14459
1159,7.19313,-18.0504,-1.30305,-2.06358
1160,5.28672,-19.3145,-1.37364,-1.96877
1161,3.24822,-20.4578,-1.43908,-1.86088
1162,1.10223,-21.4627,-1.49878,-1.74068
1163,-1.12478,-22.3138,-1.55223,-1.60899
1164,-3.40478,-22.9982,-1.59902,-1.46669
1165,-5.70849,-23.5057,-1.63882,-1.31467
1166,-8.00576,-23.8287,-1.67137,-1.15386
1167,-10.2659,-23.9625,-1.6965,-0.985192
1168,-12.4581,-23.9053,-1.7141,-0.809587
1169,-14.5519,-23.6587,-1.72414,-0.627958
1170,-16.5172,-23.2268,-1.72662,-0.441196
1171,-18.3253,-22.617,-1.72163,-0.250163
1172,-19.9488,-21.8396,-1.70925,-0.055686
1173,-21.3619,-20.9076,-1.68963,0.14145
1174,-22.5413,-19.8367,-1.66293,0.340505
1175,-23.4659,-18.6451,-1.62931,0.540786
1176,-24.1175,-17.353,-1.58895,0.741648
1177,-24.481,-15.9827,-1.54202,0.942493
1178,-24.5448,-14.5582,-1.48867,1.14277
1179,-24.3004,-13.1047,-1.42903,1.34198
1180,-23.7435,-11.6485,-1.36321,1.53964
1181,-22.8734,-10.2165,-1.29126,1.73533
1182,-21.6932,-8.83563,-1.21321,1.92865
1183,-20.2103,-7.53294,-1.12905,2.11921
1184,-18.4358,-6.33485,-1.03871,2.30664
1185,-16.3847,-5.26678,-0.942087,2.4906
1186,-14.076,-4.35287,-0.839019,2.67071
1187,-11.5321,-3.61556,-0.729308,2.84661
1188,-8.77894,-3.07518,-0.612712,3.01791
1189,-5.84568,-2.74969,-0.488957,3.18419
1190,-2.76432,-2.65426,-0.357736,3.34503
1191,0.430538,-2.80105,-0.218725,3.49992
1192,3.70208,-3.19896,-0.0715861,3.64834
1193,7.01169,-3.85334,0.0840194,3.78972
1194,10.3193,-4.76584,0.248423,3.92341
1195,13.5841,-5.93431,0.42193,4.04873
1196,16.7645,-7.35267,0.604812,4.16493
1197,19.8192,-9.01085,0.797293,4.2712
1198,22.7072,-10.8948,0.999536,4.3667
1199,25.3886,-12.9866,1.21163,4.4505
1200,27.8251,-15.2646,1.43356,4.52166
1201,29.98,-17.7032,1.66523,4.57917
1202,31.8194,-20.2736,1.90642,4.62203
1203,33.3122,-22.9437,2.15678,4.64918
1204,34.4305,-25.6785,2.41582,4.65959
1205,35.1502,-28.4404,2.68291,4.65221
1206,35.4514,-31.1897,2.95728,4.62603
1207,35.3182,-33.8847,3.23798,4.58007
1208,34.7399,-36.4825,3.52389,4.51341
1209,33.7102,-38.9392,3.81376,4.4252
1210,32.2283,-41.2106,4.10614,4.31468
1211,30.2985,-43.2526,4.39945,4.18122
1212,27.9302,-45.0217,4.69192,4.0243
1213,25.1384,-46.4756,4.98168,3.84356
1214,21.9434,-47.5736,5.26669,3.6388
1215,18.3705,-48.2774,5.54479,3.41001
1216,14.4503,-48.5512,5.81375,3.15738
1217,10.2181,-48.3626,6.07121,2.88132
1218,5.71398,-47.6829,6.31479,2.58246
1219,0.982346,-46.4875,6.54204,2.26167
1220,-3.92845,-44.7566,6.7505,1.92008
1221,-8.9664,-42.4752,6.93776,1.55905
1222,-14.0763,-39.6337,7.10141,1.18021
1223,-19.2003,-36.2284,7.23917,0.785436
1224,-24.2781,-32.2614,7.34883,0.376864
1225,-29.2478,-27.7413,7.42835,-0.0431422
1226,-34.0463,-22.683,7.47587,-0.471993
1227,-38.6098,-17.1081,7.48976,-0.906885
1228,-42.8745,-11.0453,7.46862,-1.34483
1229,-46.7769,-4.52989,7.41138,-1.7827
1230,-50.2546,2.39544,7.31725,-2.21721
1231,-53.247,9.68096,7.18585,-2.64503
1232,-55.6953,17.2696,7.01715,-3.06277
1233,-57.5439,25.0969,6.81157,-3.46705
1234,-58.74,33.0909,6.56997,-3.85457
1235,-59.2349,41.1719,6.29369,-4.22219
1236,-58.9844,49.2523,5.98458,-4.56696
1237,-57.9488,57.2361,5.64499,-4.88625
1238,-56.0943,65.0189,5.27782,-5.17781
1239,-53.393,72.4865,4.88649,-5.43993
1240,-49.8238,79.5147,4.47501,-5.67152
1241,-45.3729,85.9681,4.0479,-5.87225
1242,-40.0348,91.6983,3.61024,-6.04277
1243,-33.8133,96.5422,3.16766,-6.18485
1244,-26.7227,100.319,2.72626,-6.30164
1245,-18.789,102.828,2.29265,-6.39792
1246,-10.0526,103.841,1.87387,-6.4805
1247,-0.570067,103.101,1.47735,-6.55859
1248,9.58145,100.311,1.11083,-6.64439
1249,20.2998,95.1217,0.782271,-6.75379
1250,31.4508,87.1206,0.499711,-6.90737
1251,42.858,75.807,0.271142,-7.13174
1252,54.2885,60.562,0.104207,-7.46147
1253,65.4301,40.6012,0.00591791,-7.94201
1254,75.8567,14.8992,-0.0178418,-8.63431
1255,84.9706,-17.9366,0.0370129,-9.62239
1256,91.9052,-59.8964,0.171939,-11.0272
1257,95.3616,-114.028,0.385905,-13.0336
1258,93.5545,-185.401,0.690623,-15.9411
1259,89.6016,-264.336,1.23062,-19.5031
1260,-5.92817,-184.151,-3.01636,-21.6898
1261,-7.43951,-167.495,-2.71019,-21.8399
1262,-7.9018,-146.128,-2.37156,-21.6059
1263,-7.67211,-123.099,-1.96915,-21.1418
1264,-7.2245,-99.8978,-1.50746,-20.5243
1265,-6.82261,-77.2876,-0.994096,-19.79
1266,-6.60003,-55.7051,-0.436369,-18.9574
1267,-6.61475,-35.4206,0.159018,-18.0366
1268,-6.8797,-16.61,0.785813,-17.0337
1269,-7.38035,0.609937,1.43807,-15.9527
1270,-8.0853,16.1625,2.11006,-14.797
1271,-8.95276,30.0005,2.79618,-13.5699
1272,-9.93527,42.1006,3.49097,-12.2751
1273,-10.9825,52.459,4.18908,-10.9168
1274,-12.0436,61.089,4.88528,-9.49999
1275,-13.0687,68.0193,5.57454,-8.03035
1276,-14.0102,73.293,6.25199,-6.51433
1277,-14.8239,76.9659,6.91301,-4.95912
1278,-15.4693,79.1056,7.5532,-3.37259
1279,-15.911,79.7911,8.1685,-1.76325
1280,-16.1187,79.1108,8.75513,-0.140164
1281,-16.0675,77.1623,9.30969,1.48714
1282,-15.7389,74.0508,9.82913,3.10877
1283,-15.1203,69.888,10.3108,4.71455
1284,-14.2058,64.7913,10.7526,6.29413
1285,-12.9957,58.8818,11.1525,7.83712
1286,-11.4971,52.2837,11.5092,9.33315
1287,-9.72344,45.1227,11.8219,10.772
1288,-7.69469,37.5245,12.0899,12.1438
1289,-5.43686,29.6139,12.3132,13.4388
1290,-2.98193,21.5132,12.492,14.6479
1291,-0.367384,13.3412,12.6271,15.7627
1292,2.36409,5.21159,12.7194,16.7749
1293,5.16515,-2.76769,12.7705,17.6776
1294,7.98428,-10.4958,12.782,18.4641
1295,10.7664,-17.88,12.756,19.129
1296,13.4536,-24.8363,12.6946,19.6674
1297,15.9856,-31.2905,12.6005,20.0757
1298,18.3007,-37.1784,12.4761,20.3511
1299,20.3364,-42.4468,12.3245,20.4919
1300,22.0302,-47.0536,12.1484,20.4974
1301,23.3204,-50.9679,11.9508,20.3679
1302,24.147,-54.1704,11.7349,20.1048
1303,24.4522,-56.6531,11.5035,19.7105
1304,24.1817,-58.4193,11.2597,19.1884
1305,23.2847,-59.483,11.0064,18.5428
1306,21.7153,-59.869,10.7464,17.7789
1307,19.4331,-59.6114,10.4823,16.903
1308,16.4034,-58.754,10.2167,15.9218
1309,12.5982,-57.3484,9.95182,14.8431
1310,7.99687,-55.454,9.68985,13.6752
1311,2.58603,-53.1365,9.43266,12.427
1312,-3.63949,-50.4669,9.1819,11.1078
1313,-10.6766,-47.5206,8.93897,9.7274
1314,-18.5138,-44.3759,8.70501,8.29602
1315,-27.1306,-41.113,8.48093,6.82394
1316,-36.4981,-37.813,8.26734,5.32166
1317,-46.5786,-34.5561,8.06463,3.79967
1318,-57.3258,-31.4212,7.87293,2.26846
1319,-68.685,-28.4838,7.69214,0.738336
1320,-80.5937,-25.816,7.52191,-0.780596
1321,-92.9815,-23.4843,7.36172,-2.27855
1322,-105.771,-21.5496,7.21085,-3.74611
1323,-118.878,-20.0659,7.06838,-5.17436
1324,-360.663,-84.334,7.2078,-6.18951
1325,-367.689,-82.7772,7.12053,-6.56209
1326,-370.938,-79.7409,6.98279,-6.91223
1327,-370.22,-75.2565,6.79716,-7.23038
1328,-365.461,-69.402,6.56747,-7.50807
1329,-356.723,-62.3046,6.29892,-7.73808
1330,-114.576,-5.74615,5.42159,-7.94195
1331,-96.3597,3.51054,4.27782,-8.56011
1332,-77.0923,12.8543,3.07937,-9.1615
1333,-57.0112,22.1716,1.83727,-9.73783
1334,-36.3611,31.348,0.562886,-10.2808
1335,-15.3908,40.2693,-0.732216,-10.7822
1336,5.64939,48.8233,-2.03637,-11.234
1337,26.5106,56.9013,-3.33794,-11.6287
1338,46.9484,64.3988,-4.62543,-11.959
1339,66.7253,71.2178,-5.88765,-12.2181
1340,85.614,77.2672,-7.11376,-12.4002
1341,103.399,82.4643,-8.29348,-12.4998
1342,119.881,86.7358,-9.4171,-12.5124
1343,134.876,90.0192,-10.4756,-12.4346
1344,148.22,92.2628,-11.4608,-12.2635
1345,159.77,93.4271,-12.3654,-11.9976
1346,169.406,93.4849,-13.183,-11.6362
1347,177.029,92.4222,-13.9082,-11.1797
1348,182.568,90.238,-14.5367,-10.6298
1349,185.976,86.9445,-15.0652,-9.98895
1350,187.23,82.5671,-15.4916,-9.26097
1351,186.336,77.1444,-15.8149,-8.45059
1352,183.323,70.7272,-16.0351,-7.56359
1353,178.245,63.3787,-16.1533,-6.60672
1354,171.183,55.1733,-16.1719,-5.58763
1355,162.237,46.1958,-16.094,-4.51481
1356,151.532,36.5409,-15.9238,-3.39751
1357,139.211,26.3115,-15.6664,-2.24563
1358,125.436,15.618,-15.3278,-1.06962
1359,110.386,4.57688,-14.9146,0.119601
1360,94.2518,-6.69068,-14.4341,1.31082
1361,77.2373,-18.0603,-13.8943,2.49256
1362,59.555,-29.4056,-13.3035,3.65331
1363,41.4236,-40.5997,-12.6703,4.78156
1364,23.0656,-51.517,-12.0038,5.866
1365,4.70428,-62.0345,-11.313,6.89557
1366,-13.4385,-72.0329,-10.6069,7.85964
1367,-31.1455,-81.3985,-9.89465,8.74815
1368,-48.2063,-90.0243,-9.18491,9.55163
1369,-64.4201,-97.8114,-8.48622,10.2614
1370,-79.5979,-104.67,-7.80665,10.8697
1371,-93.5647,-110.52,-7.15378,11.3696
1372,-106.162,-115.294,-6.53462,11.7552
1373,-117.248,-118.934,-5.95548,12.0218
1374,-126.702,-121.398,-5.42198,12.1659
1375,-134.424,-122.655,-4.93891,12.1849
1376,-140.335,-122.687,-4.51022,12.0779
1377,-144.378,-121.491,-4.139,11.8449
1378,-146.523,-119.078,-3.82742,11.4872
1379,-146.76,-115.473,-3.57671,11.0075
1380,-145.103,-110.712,-3.38719,10.4096
1381,-141.591,-104.847,-3.25826,9.69861
1382,-136.285,-97.9412,-3.1884,8.88062
1383,-129.267,-90.0684,-3.17523,7.96292
1384,-120.64,-81.3148,-3.21555,6.95378
1385,-110.527,-71.7758,-3.30537,5.86238
1386,-99.0673,-61.5557,-3.43999,4.69872
1387,-86.4171,-50.766,-3.61405,3.47357
1388,-72.7462,-39.5248,-3.82164,2.19824
1389,-58.236,-27.9547,-4.05636,0.884582
1390,-43.0774,-16.182,-4.31142,-0.455205
1391,-27.468,-4.33503,-4.57971,-1.80869
1392,-11.6104,7.4577,-4.85394,-3.16331
1393,4.29126,19.0685,-5.12671,-4.50653
1394,20.033,30.372,-5.39062,-5.82599
1395,35.414,41.2469,-5.63839,-7.10958
1396,50.239,51.5771,-5.86292,-8.34561
1397,64.3204,61.2532,-6.05739,-9.52291
1398,77.4811,70.1736,-6.21543,-10.6309
1399,89.556,78.2454,-6.33108,-11.6599
1400,100.394,85.3863,-6.39898,-12.6009
1401,109.861,91.5244,-6.41438,-13.4459
1402,117.84,96.6,-6.37324,-14.1879
1403,124.233,100.565,-6.27227,-14.8209
1404,128.962,103.386,-6.10898,-15.3402
1405,131.97,105.04,-5.88171,-15.742
1406,133.223,105.52,-5.58968,-16.024
1407,132.707,104.832,-5.23298,-16.1848
1408,130.431,102.993,-4.81258,-16.2245
1409,126.427,100.036,-4.33035,-16.1442
1410,120.746,96.0053,-3.78899,-15.9462
1411,113.462,90.9572,-3.19205,-15.6339
1412,104.668,84.9595,-2.54387,-15.212
1413,94.4751,78.0903,-1.84952,-14.6858
1414,83.0115,70.4374,-1.11479,-14.062
1415,70.4212,62.0967,-0.346058,-13.3478
1416,56.8616,53.1717,0.449735,-12.5515
1417,42.5018,43.7715,1.2652,-11.6816
1418,27.5202,34.0102,2.09256,-10.7477
1419,12.1025,24.0048,2.92373,-9.75948
1420,-3.56049,13.8746,3.75048,-8.72709
1421,-19.2757,3.73901,4.56445,-7.6609
1422,-34.8498,-6.28324,5.3573,-6.57136
1423,-50.0915,-16.0758,6.1208,-5.4689
1424,-64.8145,-25.5263,6.84689,-4.36387
1425,-78.8391,-34.5269,7.52785,-3.26631
1426,-91.9946,-42.9763,8.15632,-2.18593
1427,-104.122,-50.7806,8.72543,-1.13202
1428,-115.074,-57.8543,9.22886,-0.113265
1429,-124.72,-64.1214,9.66092,0.86224
1430,-132.944,-69.5161,10.0166,1.78716
1431,-139.65,-73.9837,10.2918,2.6549
1432,-144.758,-77.4809,10.4829,3.45977
1433,-148.211,-79.9766,10.5875,4.19692
1434,-149.971,-81.452,10.6039,4.86246
1435,-150.019,-81.9004,10.5312,5.45343
1436,-148.361,-81.3281,10.3697,5.96788
1437,-145.02,-79.7531,10.1203,6.40478
1438,-140.043,-77.2058,9.78492,6.7641
1439,-133.495,-73.728,9.36645,7.0467
1440,-125.46,-69.3724,8.8685,7.25438
1441,-116.041,-64.2019,8.29552,7.38977
1442,-105.356,-58.2889,7.65271,7.45631
1443,-93.5405,-51.7143,6.94595,7.45818
1444,-80.7416,-44.5664,6.18174,7.4002
1445,-67.1187,-36.9398,5.36714,7.28781
1446,-52.8406,-28.9342,4.50966,7.12694
1447,-38.0836,-20.6534,3.6172,6.92389
1448,-23.0292,-12.2037,2.69794,6.68533
1449,-7.86207,-3.69258,1.76026,6.4181
1450,7.23247,4.77225,0.812652,6.12919
1451,22.0706,13.0844,-0.136393,5.82557
1452,36.4723,21.1403,-1.07846,5.51417
1453,50.2636,28.8398,-2.00533,5.20172
1454,63.2787,36.0882,-2.90902,4.89469
1455,75.3617,42.7964,-3.78195,4.59918
1456,86.3691,48.8828,-4.61691,4.32089
1457,96.1708,54.274,-5.40726,4.06496
1458,104.652,58.9051,-6.14689,3.83598
1459,111.715,62.7213,-6.83037,3.63791
1460,117.28,65.6777,-7.45292,3.47402
1461,121.285,67.7404,-8.01053,3.34683
1462,123.688,68.8865,-8.49992,3.25814
1463,124.466,69.1043,-8.91864,3.20896
1464,123.619,68.3936,-9.26503,3.19951
1465,121.163,66.7652,-9.53824,3.22926
1466,117.136,64.2412,-9.73823,3.29688
1467,111.595,60.8545,-9.86576,3.40033
1468,104.616,56.648,-9.92236,3.53684
1469,96.2896,51.6745,-9.91027,3.70299
1470,86.7261,45.9955,-9.83245,3.89475
1471,76.0485,39.6808,-9.6925,4.10753
1472,64.3934,32.8075,-9.49459,4.33624
1473,51.9088,25.4591,-9.24341,4.57543
1474,38.7524,17.7239,-8.9441,4.81929
1475,25.0893,9.69459,-8.6022,5.06175
1476,11.0901,1.46687,-8.22351,5.29661
1477,-3.07126,-6.86191,-7.81407,5.51761
1478,-17.2198,-15.1937,-7.38002,5.71848
1479,-31.1814,-23.4311,-6.92758,5.8931
1480,-44.7852,-31.4785,-6.46292,6.03552
1481,-57.8658,-39.2431,-5.99208,6.14012
1482,-70.265,-46.636,-5.52093,6.20162
1483,-81.8339,-53.5736,-5.05503,6.21522
1484,-92.4347,-59.9782,-4.59962,6.17661
1485,-101.942,-65.7787,-4.15953,6.08211
1486,-110.246,-70.9121,-3.7391,5.92866
1487,-117.252,-75.3233,-3.34217,5.71393
1488,-122.879,-78.9666,-2.97199,5.4363
1489,-127.069,-81.8055,-2.63123,5.09495
1490,-129.779,-83.8131,-2.32191,4.68983
1491,-130.985,-84.9728,-2.0454,4.22173
1492,-130.682,-85.278,-1.80242,3.69223
1493,-128.884,-84.7321,-1.59302,3.10371
1494,-125.625,-83.3484,-1.4166,2.45936
1495,-120.956,-81.15,-1.27193,1.76309
1496,-114.946,-78.1692,-1.15717,1.01954
1497,-107.68,-74.447,-1.06991,0.234048
1498,-99.2577,-70.0328,-1.0072,-0.587469
1499,-89.7948,-64.9833,-0.965642,-1.43852
1500,-79.4182,-59.3621,-0.94138,-2.31215
1501,-68.2662,-53.2387,-0.930234,-3.20098
1502,-56.4859,-46.6872,-0.927711,-4.09732
1503,-44.2317,-39.7861,-0.929111,-4.99322
1504,-31.6632,-32.6168,-0.929602,-5.88062
1505,-18.9433,-25.2626,-0.924278,-6.75136
1506,-6.23588,-17.8078,-0.90825,-7.59735
1507,6.29631,-10.3365,-0.876726,-8.41059
1508,18.4934,-2.93159,-0.825084,-9.18331
1509,30.2007,4.32581,-0.748961,-9.90806
1510,41.2705,11.3581,-0.644295,-10.5777
1511,51.5641,18.0913,-0.507433,-11.1858
1512,60.9533,24.4568,-0.335159,-11.726
1513,69.3221,30.391,-0.124774,-12.1931
1514,76.5683,35.837,0.12586,-12.5821
1515,82.6045,40.7449,0.418284,-12.8891
1516,87.3594,45.0719,0.753391,-13.1106
1517,90.7785,48.7833,1.13142,-13.2443
1518,92.8245,51.8525,1.55191,-13.2884
1519,93.4785,54.2612,2.01372,-13.242
1520,92.7392,55.9994,2.51504,-13.1052
1521,90.6235,57.0659,3.05333,-12.8788
1522,87.1663,57.4672,3.62543,-12.5646
1523,82.4193,57.2183,4.22755,-12.1649
1524,76.4509,56.3417,4.85528,-11.6831
1525,69.3453,54.8672,5.50369,-11.1232
1526,61.2008,52.8312,6.16735,-10.4899
1527,52.1292,50.2765,6.8404,-9.78841
1528,42.2536,47.2512,7.51663,-9.02476
1529,31.7073,43.8082,8.18953,-8.20531
1530,20.632,40.0043,8.85239,-7.33687
1531,9.1756,35.8994,9.49838,-6.42662
1532,-2.50935,31.5559,10.1206,-5.48199
1533,-14.2679,27.0374,10.7123,-4.51062
1534,-25.9447,22.408,11.2667,-3.52023
1535,-37.3858,17.7316,11.7774,-2.51857
1536,-48.4408,13.0709,12.2383,-1.51332
1537,-58.9649,8.48671,12.6436,-0.512004
1538,-68.8208,4.03676,12.9879,0.478045
1539,-77.88,-0.224461,13.2667,1.44982
1540,-86.0252,-4.24677,13.4757,2.39667
1541,-93.1513,-7.98463,13.6116,3.31236
1542,-99.1668,-11.398,13.6717,4.19115
1543,-103.995,-14.4523,13.654,5.02782
1544,-107.576,-17.1194,13.5575,5.81774
1545,-109.865,-19.3772,13.3819,6.55688
1546,-110.836,-21.2102,13.1279,7.24182
1547,-110.479,-22.6098,12.797,7.86983
1548,-108.803,-23.5737,12.3915,8.43879
1549,-105.834,-24.106,11.9148,8.94726
1550,-101.614,-24.2173,11.3708,9.39446
1551,-96.2051,-23.9241,10.7644,9.7802
1552,-89.6813,-23.2485,10.1014,10.1049
1553,-82.1337,-22.2176,9.38801,10.3696
1554,-73.6665,-20.8635,8.63124,10.5758
1555,-64.3961,-19.222,7.83867,10.7256
1556,-54.45,-17.3324,7.01835,10.8213
1557,-43.9644,-15.2369,6.17877,10.8658
1558,-33.083,-12.9797,5.3287,10.8622
1559,-21.9551,-10.6062,4.47718,10.8139
1560,-10.7331,-8.16256,3.63335,10.7245
1561,0.428981,-5.69461,2.80639,10.5977
1562,11.3777,-3.24745,2.00541,10.4372
1563,21.9622,-0.864531,1.23933,10.2469
1564,32.0365,1.41291,0.516812,10.0303
1565,41.461,3.54651,-0.153874,9.79097
1566,50.1045,5.50136,-0.764918,9.53234
1567,57.8463,7.24651,-1.30908,9.25747
1568,64.5772,8.75541,-1.77976,8.96922
1569,70.2017,10.0063,-2.17107,8.67006
1570,74.6386,10.9826,-2.47795,8.36214
1571,77.8229,11.6728,-2.69614,8.04721
1572,79.7059,12.071,-2.82235,7.7266
1573,80.2566,12.1766,-2.85419,7.40123
1574,79.462,11.9946,-2.79028,7.07159
1575,77.3271,11.5351,-2.63024,6.73776
1576,73.8752,10.8132,-2.37469,6.39938
1577,69.1477,9.84883,-2.02526,6.05572
1578,63.2036,8.66614,-1.58462,5.70569
1579,56.1186,7.2932,-1.05635,5.34786
1580,47.9846,5.76138,-0.445034,4.98052
1581,38.9083,4.10487,0.243903,4.60168
1582,29.0102,2.35986,1.00417,4.20922
1583,18.4227,0.564044,1.82869,3.80081
1584,7.28858,-1.24414,2.70973,3.37411
1585,-4.24042,-3.02627,3.63891,2.92673
1586,-16.006,-4.74463,4.60732,2.45632
1587,-27.8452,-6.36297,5.60562,1.96069
1588,-39.5924,-7.84716,6.62415,1.43778
1589,-51.0812,-9.16592,7.653,0.885797
1590,-163.553,-41.9503,8.56617,0.528491
1591,-170.02,-43.4592,8.82931,0.37404
1592,-174.19,-44.6692,9.05967,0.229069
1593,-175.961,-45.4933,9.25011,0.0974829
1594,-175.3,-45.889,9.39423,-0.0164663
1595,-172.245,-45.8615,9.48658,-0.108339
1596,-18.243,6.17802,-1.05225,-2.56473
1597,-17.8546,6.13892,-1.20084,-2.44759
1598,-17.5386,6.08487,-1.33886,-2.32215
1599,-17.2938,6.02493,-1.46585,-2.18934
1600,-17.1177,5.96776,-1.58144,-2.05012
1601,-17.0072,5.92154,-1.68537,-1.90546
1602,-16.9582,5.89389,-1.77742,-1.75631
1603,-16.9661,5.89181,-1.85749,-1.60365
1604,-17.0254,5.92157,-1.92552,-1.44844
1605,-17.1303,5.9887,-1.98154,-1.29162
1606,-17.2743,6.09793,-2.02568,-1.13411
1607,-17.4505,6.25315,-2.0581,-0.976796
1608,-17.652,6.45739,-2.07905,-0.820549
1609,-17.8714,6.7128,-2.08883,-0.666189
1610,-18.1015,7.02066,-2.08781,-0.514497
1611,-18.3348,7.38137,-2.07638,-0.36621
1612,-18.5641,7.79446,-2.05502,-0.222018
1613,-18.7824,8.25866,-2.02421,-0.0825552
1614,-18.983,8.77187,-1.98451,0.0515906
1615,-19.1593,9.33127,-1.93647,0.179891
1616,-19.3055,9.93331,-1.88068,0.30187
1617,-19.4162,10.5738,-1.81777,0.417109
1618,-19.4864,11.2481,-1.74834,0.525246
1619,-19.5118,11.9508,-1.67305,0.625972
1620,-19.489,12.6762,-1.59253,0.719032
1621,-19.4151,13.4185,-1.50742,0.804228
1622,-19.2878,14.1712,-1.41836,0.881408
1623,-19.1059,14.9279,-1.32598,0.950471
1624,-18.8688,15.6821,-1.23089,1.01136
1625,-18.5765,16.4271,-1.1337,1.06407
1626,-18.2301,17.1565,-1.03499,1.10863
1627,-17.8312,17.864,-0.93533,1.14509
1628,-17.3821,18.5435,-0.835253,1.17358
1629,-16.8859,19.1892,-0.735276,1.1942
1630,-16.3464,19.7958,-0.635893,1.20714
1631,-15.7678,20.3583,-0.537566,1.21256
1632,-15.1549,20.8724,-0.440733,1.21067
1633,-14.5129,21.3342,-0.345802,1.2017
1634,-13.8477,21.7406,-0.253159,1.18588
1635,-13.1651,22.089,-0.163156,1.16345
1636,-12.4714,22.3775,-0.076127,1.13468
1637,-11.7731,22.6051,0.00762447,1.09982
1638,-11.0767,22.7713,0.0878146,1.05913
1639,-10.3888,22.8764,0.164184,1.0129
1640,-9.71577,22.9215,0.23649,0.961378
1641,-9.06402,22.9084,0.304511,0.904838
1642,-8.43963,22.8395,0.368042,0.843539
1643,-7.84844,22.7179,0.42689,0.777743
1644,-7.29587,22.5474,0.480875,0.707705
1645,-6.78695,22.3324,0.529827,0.633677
1646,-6.32618,22.0778,0.573588,0.555906
1647,-5.91754,21.7889,0.612,0.474637
1648,-5.56437,21.4715,0.644917,0.39011
1649,-5.26937,21.1319,0.672192,0.302563
1650,-5.0346,20.7763,0.693681,0.212235
1651,-4.86134,20.4116,0.709241,0.119362
1652,-4.75021,20.0444,0.718731,0.0241859
1653,-4.70104,19.6816,0.722006,-0.0730538
1654,-4.71293,19.33,0.718923,-0.172107
1655,-4.78424,18.9964,0.709336,-0.272722
1656,-4.91261,18.6873,0.693101,-0.374633
1657,-5.09494,18.4089,0.67007,-0.47757
1658,-5.3275,18.1673,0.640097,-0.581245
1659,-5.60587,17.9679,0.60304,-0.685363
1660,-5.92504,17.8159,0.558758,-0.789606
1661,-6.27949,17.7158,0.507111,-0.893646
1662,-6.66315,17.6717,0.447971,-0.997133
1663,-7.06954,17.6867,0.381217,-1.0997
1664,-7.49182,17.7637,0.306736,-1.20096
1665,-7.92284,17.9046,0.22443,-1.30051
1666,-8.35525,18.1106,0.134216,-1.39791
1667,-8.78151,18.3821,0.0360324,-1.49272
1668,-9.19406,18.7188,-0.0701676,-1.58447
1669,-9.58532,19.1197,-0.1844,-1.67267
1670,-9.9478,19.5827,-0.306659,-1.75682
1671,-10.2742,20.1053,-0.436907,-1.83639
1672,-10.5575,20.6841,-0.575074,-1.91083
1673,-10.7909,21.3148,-0.721056,-1.97961
1674,-10.968,21.9928,-0.874709,-2.04214
1675,-11.0831,22.7124,-1.03585,-2.09787
1676,-11.1307,23.4676,-1.20427,-2.14621
1677,-11.1062,24.2518,-1.37968,-2.18658
1678,-11.0052,25.0579,-1.56177,-2.21841
1679,-10.8246,25.8782,-1.7502,-2.24111
1680,-10.5615,26.7049,-1.94454,-2.25413
1681,-10.2141,27.5297,-2.14436,-2.2569
1682,-9.78125,28.3444,-2.34913,-2.2489
1683,-9.2626,29.1402,-2.55831,-2.22961
1684,-8.6587,29.9088,-2.7713,-2.19854
1685,-7.97091,30.6414,-2.98745,-2.15524
1686,-7.20141,31.3296,-3.20608,-2.09928
1687,-6.35318,31.9653,-3.42644,-2.03027
1688,-5.43006,32.5405,-3.64776,-1.94788
1689,-4.43658,33.0474,-3.86922,-1.85181
1690,-3.37807,33.4789,-4.08998,-1.74182
1691,-2.26052,33.8283,-4.30915,-1.61773
1692,-1.09058,34.0895,-4.52582,-1.4794
1693,0.124498,34.2569,-4.73905,-1.32676
1694,1.37694,34.3256,-4.94789,-1.15982
1695,2.65849,34.2916,-5.15136,-0.978631
1696,3.96051,34.1514,-5.34849,-0.783333
1697,5.27401,33.9025,-5.5383,-0.574128
1698,6.58975,33.5432,-5.71978,-0.351291
1699,7.89834,33.0726,-5.89198,-0.11517
1700,9.19025,32.4908,-6.05391,0.133815
1701,10.456,31.7985,-6.20464,0.395171
1702,11.6861,30.9977,-6.34323,0.668328
1703,12.8712,30.0908,-6.46879,0.952654
1704,14.0024,29.0815,-6.58046,1.24744
1705,15.0708,27.974,-6.67741,1.55192
1706,16.068,26.7735,-6.75888,1.86524
1707,16.986,25.4858,-6.82413,2.18651
1708,17.8176,24.1175,-6.87251,2.51478
1709,18.5558,22.676,-6.9034,2.84902
1710,19.1944,21.1691,-6.91626,3.18818
1711,19.728,19.6052,-6.91063,3.53115
1712,20.1518,17.9934,-6.8861,3.87678
1713,20.4618,16.3428,-6.84236,4.2239
1714,20.6548,14.6634,-6.77916,4.57128
1715,20.7286,12.9649,-6.69634,4.9177
1716,20.6816,11.2576,-6.59383,5.26191
1717,20.5134,9.55173,-6.47164,5.60264
1718,20.2241,7.85764,-6.32987,5.93862
1719,19.8151,6.18559,-6.16869,6.26861
1720,19.2882,4.5457,-5.98839,6.59133
